nodeNo,airTemperature,airHumidity,light,soilMoisture1,soilMoisture2,soilTemperature1,soilTemperature2,dateTime
4,22.1299991607666,100,0,29.9831008911133,40.9603996276855,5.30000019073486,22.2999992370605,Mon Jun 29 2015 19:32:18 GMT+0800 (CST)
4,22.1399993896484,99.6094970703125,0,29.9831008911133,41.6397018432617,5.30000019073486,22.2999992370605,Mon Jun 29 2015 19:05:00 GMT+0800 (CST)
4,22.0900001525879,99.1526031494141,0,29.9831008911133,42.138801574707,5.30000019073486,22.2999992370605,Mon Jun 29 2015 18:32:44 GMT+0800 (CST)
4,22.1100006103516,98.7717971801758,0,29.9831008911133,46.8115005493164,5.30000019073486,22.2999992370605,Mon Jun 29 2015 18:05:42 GMT+0800 (CST)
4,22.2800006866455,98.1623001098633,0,29.9831008911133,47.0303993225098,5.30000019073486,22.3999996185303,Mon Jun 29 2015 17:33:13 GMT+0800 (CST)
4,22.5400009155273,97.5525970458984,10.9624004364014,29.9831008911133,47.55419921875,5.30000019073486,22.3999996185303,Mon Jun 29 2015 17:06:07 GMT+0800 (CST)
4,22.6599998474121,96.3709030151367,30.2870998382568,29.9831008911133,47.9351997375488,5.30000019073486,22.3999996185303,Mon Jun 29 2015 16:32:49 GMT+0800 (CST)
4,22.5300006866455,97.5145034790039,18.2091999053955,29.9831008911133,48.2710990905762,5.30000019073486,22.3999996185303,Mon Jun 29 2015 16:05:33 GMT+0800 (CST)
4,22.6299991607666,96.5615997314453,12.1702003479004,29.9831008911133,48.475399017334,5.30000019073486,22.3999996185303,Mon Jun 29 2015 15:33:18 GMT+0800 (CST)
4,22.9099998474121,95.7226028442383,60.4819984436035,29.9831008911133,48.8660011291504,5.30000019073486,22.2999992370605,Mon Jun 29 2015 15:06:08 GMT+0800 (CST)
4,22.7099990844727,96.1801986694336,48.4040985107422,29.9831008911133,49.1641006469727,5.30000019073486,22.2999992370605,Mon Jun 29 2015 14:35:08 GMT+0800 (CST)
4,22.7299995422363,95.3411026000977,66.5210037231445,29.9831008911133,49.3731994628906,5.30000019073486,22.2000007629395,Mon Jun 29 2015 14:02:37 GMT+0800 (CST)
4,22.7700004577637,97.171501159668,107.585998535156,29.9831008911133,49.2750015258789,5.30000019073486,22.1000003814697,Mon Jun 29 2015 13:35:29 GMT+0800 (CST)
4,22.0900001525879,98.6956024169922,88.2613983154297,29.9831008911133,49.2257995605469,5.30000019073486,22.1000003814697,Mon Jun 29 2015 13:03:18 GMT+0800 (CST)
4,21.8199996948242,99.5334014892578,32.7027015686035,29.9831008911133,49.2135009765625,5.30000019073486,22,Mon Jun 29 2015 12:46:13 GMT+0800 (CST)
4,21.7600002288818,99.6094970703125,43.5728988647461,29.9831008911133,49.1394004821777,5.30000019073486,22,Mon Jun 29 2015 12:19:07 GMT+0800 (CST)
4,21.6200008392334,99.0383987426758,6.13118982315063,29.9831008911133,48.8660011291504,5.30000019073486,22,Mon Jun 29 2015 11:46:23 GMT+0800 (CST)
4,21.6399993896484,98.2385025024414,14.5858001708984,29.9831008911133,41.1277008056641,5.30000019073486,22,Mon Jun 29 2015 11:19:15 GMT+0800 (CST)
4,21.75,98.2385025024414,27.8715000152588,29.9831008911133,41.8372993469238,5.30000019073486,22,Mon Jun 29 2015 10:47:02 GMT+0800 (CST)
4,21.5,99.2287979125977,21.8325004577637,29.9831008911133,45.7799987792969,5.30000019073486,21.8999996185303,Mon Jun 29 2015 09:47:28 GMT+0800 (CST)
4,21.4099998474121,99.8378982543945,36.326099395752,29.9831008911133,42.470401763916,5.30000019073486,21.8999996185303,Mon Jun 29 2015 09:15:14 GMT+0800 (CST)
4,21.2999992370605,99.8759994506836,15.7936000823975,29.9831008911133,41.711799621582,5.30000019073486,21.8999996185303,Mon Jun 29 2015 08:48:03 GMT+0800 (CST)
4,21.1499996185303,99.9140014648438,4.92338991165161,29.9831008911133,43.6286010742188,5.30000019073486,21.8999996185303,Mon Jun 29 2015 08:15:47 GMT+0800 (CST)
4,21.0599994659424,99.9901962280273,7.33898019790649,29.9831008911133,44.4412002563477,5.30000019073486,21.8999996185303,Mon Jun 29 2015 07:48:20 GMT+0800 (CST)
4,20.8799991607666,99.9521026611328,0,29.9831008911133,45.5168991088867,5.30000019073486,21.8999996185303,Mon Jun 29 2015 07:15:32 GMT+0800 (CST)
4,20.7099990844727,99.9140014648438,0,29.9831008911133,46.701099395752,5.30000019073486,22,Mon Jun 29 2015 06:16:06 GMT+0800 (CST)
4,20.7099990844727,99.9521026611328,0,29.9831008911133,39.5699005126953,5.30000019073486,22,Mon Jun 29 2015 05:48:56 GMT+0800 (CST)
4,20.7199993133545,99.8759994506836,0,29.9831008911133,40.0242004394531,5.30000019073486,22,Mon Jun 29 2015 05:16:12 GMT+0800 (CST)
4,20.7199993133545,99.9521026611328,0,29.9831008911133,40.4114990234375,5.30000019073486,22.1000003814697,Mon Jun 29 2015 04:48:56 GMT+0800 (CST)
4,20.7000007629395,100,0,29.9831008911133,40.6403999328613,5.30000019073486,22.1000003814697,Mon Jun 29 2015 04:16:40 GMT+0800 (CST)
4,20.7299995422363,99.9901962280273,0,29.9831008911133,40.9230003356934,5.30000019073486,22.1000003814697,Mon Jun 29 2015 03:49:28 GMT+0800 (CST)
4,20.7999992370605,99.9901962280273,0,29.9831008911133,41.3853988647461,5.30000019073486,22.2000007629395,Mon Jun 29 2015 03:16:59 GMT+0800 (CST)
4,20.8700008392334,99.9140014648438,0,29.9831008911133,41.6217002868652,5.30000019073486,22.2000007629395,Mon Jun 29 2015 02:44:45 GMT+0800 (CST)
